"For the first time ever, BITS Pilani KK Birla Goa Campus in association with El Shaddai presents The SPREE Goa... http://t.co/jE5lLdb1",http://twitter.com/Mayankjainxx/status/160468479235985408
Dr. HC Verma to deliver a lecture at BITS- Pilani. That's going to be one heckuva lecture. #MyPhysicsHero,http://twitter.com/AmeyaGhag_/status/160590769672028160
@grandexemplar BITS Goa. There's an outlet within the campus.,http://twitter.com/krishnaLFC13/status/160617124073701376
"Check out the Quark Blog  http://t.co/lpChV2ps   #Quark2012  3rd - 5th February, BITS Pilani - Goa",http://twitter.com/Animesh_Sri93/status/160639850238840834
"Check out the Quark Blog  http://t.co/LcoJCtGw   #Quark2012  3rd - 5th February, BITS Pilani - Goa",http://twitter.com/chiragragarwal/status/160638669546459136
"Check out the Quark Blog  http://t.co/lpChV2ps  #Quark2012  3rd - 5th February, BITS Pilani - Goa",http://twitter.com/BITSPilaniGoa/status/160638682288754688
" Check out the Quark Blog  http://t.co/s4557UCD   #Quark2012  3rd - 5th February, BITS Pilani - Goa",http://twitter.com/bitsquark/status/160638672801251328
 @NigelBritto Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa Campus. Speaker profiles: http://tedxbitsgoa.com/2012/speakers/   P.S: Kiran Bedia is coming.,http://twitter.com/NeilMerc/status/160645285100519424
" @WhatsUpGoa Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa Campus. Speaker profiles: http://tedxbitsgoa.com/2012/speakers/  
 P.S: Kiran Bedia is coming.",http://twitter.com/NeilMerc/status/160647115046010880
" Check out the Quark Blog  http://www.bits-quark.org/blog/   #Quark2012  3rd - 5th February, BITS Pilani - Goa",http://twitter.com/anchit008/status/160641003060068352
" @TourismGoa Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa Campus. Speaker profiles: http://tedxbitsgoa.com/2012/speakers/  
 P.S: Kiran Bedia is coming.",http://twitter.com/NeilMerc/status/160649037614288896
" Check out the Quark Blog  http://www.bits-quark.org/blog/   #Quark2012  3rd - 5th February, BITS Pilani - Goa",http://twitter.com/iahut/status/160649182665904128
" @EventListing Check @TEDxBITSGoa on 12th Feb at BITS Pilani Goa Campus. Speaker profiles: http://tedxbitsgoa.com/2012/speakers/  
 P.S: Kiran Bedia is coming.",http://twitter.com/NeilMerc/status/160652071488585728
" Check out the Quark Blog  http://www.bits-quark.org/blog/   #Quark2012  3rd - 5th February, BITS Pilani - Goa",http://twitter.com/iahut/status/160649202093932544
" @aboutgoa Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa Campus. Speaker profiles: http://tedxbitsgoa.com/2012/speakers/  
 P.S: Kiran Bedia is coming.",http://twitter.com/NeilMerc/status/160650944286171137
" @GoaCAP Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://tedxbitsgoa.com/2012/speakers/  
P.S: Blind Photography story told .",http://twitter.com/NeilMerc/status/160653953640574976
" @digitalgoa Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa Campus. Speaker profiles: http://tedxbitsgoa.com/2012/speakers/  
 P.S: Kiran Bedia is coming.",http://twitter.com/NeilMerc/status/160653527247618048
" Check out the Quark Blog  http://www.bits-quark.org/blog/   #Quark2012  3rd - 5th February, BITS Pilani - Goa",http://twitter.com/sameer_pendse/status/160670079489556481
Foundation for Liberal And Management Education (FLAME) vs. BITS Pilani in tennis semi-final about to begin! Keep... http://fb.me/UVVqkCAZ�,http://twitter.com/FlamePune/status/160671151041945600
"As an institute you must encourage startups and innovation- Dr. K.E. Raman , Director BITS Goa #Agora 2012 #bitsquark",http://twitter.com/CELBITS/status/160685067914575872
"TEDxBITSGoa 2012, BITS Pilani, Technical Fest, Goa, February 12th 2012 http://nblo.gs/sZWz0�",http://twitter.com/spotafest/status/160688193874825216
"@ElsyKaur Haha, this is BITS-Pilani net. Most sites and apps are blocked, but download speeds are off the hook.",http://twitter.com/Audiophile93/status/160691095712432131
"Tennis: FLAME duo Dhruv and Utkarsh enter finals! Beat BITS GOA 6-2, 7-6 !! Go FLAME !!!!",http://twitter.com/FlamePune/status/160696515726286848
@BITS_Pilani I would need the placement cell contact number?,http://twitter.com/kvijesh/status/160722138658123776
this one will be rocking http://fb.me/1rlVNGdLq�,http://twitter.com/bitsinterface20/status/160725405614092288
Interface 2012 | Twenty19 http://fb.me/JyZ0xAFS�,http://twitter.com/bitsinterface20/status/160725464783130624
 Stay in Touch with all Tweets / News related to BITS Pilani using this @ifttt recipe #BITSPilani http://t.co/jj52yPSH #in ,http://twitter.com/vineetdhanawat/status/160748253435002880
 New ifttt recipe from vineetdhanawat! #BITSPilani #BITSGoa #BITSHyd #BITSDubai http://t.co/5rNgQg95 ,http://twitter.com/ifttwow/status/160748287354339328
 Spree will miss you!!?? RT @poozi211: Spree will miss me :( “@chiragragarwal: Spree 2012 is gonna be awesome. Trust me. #BITSgoa @bitsspree�? ,http://twitter.com/manojbitsian/status/160795764434546689
 Finally..  Facebook  Youtube and everything else unblocked on campus net! This cant get better! #bitsgoa ,http://twitter.com/chand_tweet/status/160828756334886912
 No more f1.chinoxy and f2.chinoxy! No more proxy sites! #Freedom #bitsgoa ,http://twitter.com/chand_tweet/status/160830108351991808
 2011 BITSAT Examination Dates BITS Pilani Center &amp; Address: BITSAT – a computer based internet based online test... http://t.co/6e4AOSyZ ,http://twitter.com/blogtoblog/status/160906859862179840
 #Agora had some heated up discussions. about #entrepreneurs ... Event worth attending... #CEL #BITSgoa ,http://twitter.com/manojbitsian/status/160920441865777152
 RT @manojbitsian: #Agora had some heated up discussions. about #entrepreneurs ... Event worth attending... #CEL #BITSgoa ,http://twitter.com/chand_tweet/status/160943685276680192
 @swinindia will love to have you in Goa too  got any plans ?? P.S. Our college is famous for its entrepreneurs(BITS Pilani Goa). ,http://twitter.com/raghunayyar/status/160963135753293824
 TEDxBITSGoa 2012  BITS Pilani  Technical Fest  Goa  February 12th 2012 #spotafest : http://t.co/NIDEAjWF ,http://twitter.com/EnggMentor/status/160990970106748928
 @jazz_goa Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161009763528880128
 @raghavananth Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161011308010012673
 @alinathomas86 Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161011357737689088
 @KRSreenivas Sir  Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161011472439320576
 @FarEasterner Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161011523035205633
 @MiLOKMAT Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161011685686128640
 @divesh Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161011559471120384
 @twittermedia Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161012371253506050
 @StarGuy Sir Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161011835326308352
 @GIM_BSchool Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161011744020512769
 @vineetdhanawat Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161013485302591488
 @BITSAA Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161013781990875137
 @CELBITS Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161013446123585536
 @TEDxPilani Hey! Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161011903991250944
 @keerthikiran Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161013664554557440
 @swetansu Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161013528642338816
#tedx #bitsgoa ,http://twitter.com/subodhkolhe/status/161016742137708544
#tedx #bitsgoa ,http://twitter.com/NeilMerc/status/161016852305285120
 RT @NeilMerc: @FarEasterner Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/FarEasterner/status/161020527530622976
 Gonna start studying from today. Really. #BITSGoa #mystory ,http://twitter.com/thisGandhar/status/161023674416246784
 @tarinbansal Then Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/NeilMerc/status/161023668028313600
 Wait a minute and think how can blind seriously click photographs ? Know more @TEDxBITSGoa 2012 http://t.co/XBFmFOyH #bitsgoa ,http://twitter.com/subodhkolhe/status/161025192666218496
 was just informed that 2 juniors in @BITS_Pilani were offered $137000 (~rs70lacs)by a US basd mobile app dev firm  that's a lot of money! ,http://twitter.com/_prateeksharma/status/161026395932336130
 RT @_prateeksharma: was just informed that 2 juniors in @BITS_Pilani were offered $137000 (~rs70lacs)by a US basd mobile app dev firm  that's a lot of money! ,http://twitter.com/anubhavnagpal/status/161037045693820929
 RT @vineetdhanawat: Stay in Touch with all Tweets / News related to BITS Pilani using this @ifttt recipe #BITSPilani http://t.co/jj52yPSH #in ,http://twitter.com/_AmanSingh/status/161045310024597505
 RT @Joylita: My god  these BITS Pilani people. ,http://twitter.com/_AmanSingh/status/161045324629164033
 RT @NeilMerc: @deannattu Do visit @TEDxBITSGoa on 12th Feb at BITS Pilani Goa. Speaker profiles: http://t.co/urKLRsts ,http://twitter.com/deannattu/status/161056310480224256
 @tweetfromRaghu @RannvijaySingha met Ranvijay at Oasis  BITS  Pilani  2005 when I didn't even know who he was  thought of him as a random... ,http://twitter.com/anubhavnagpal/status/161072203302055936
 The Race is on! Catch the top bits and hot tips of the 2012 Race to Dubai every week here! http://t.co/9PZ67kHU ,http://twitter.com/thisisjenks/status/161081588564754433
 @tiethyshoelace BITS Goa na! :) Yup. Following in her footsteps  almost. Anu ma'am gave us geography notes fron your oh-so-neat journal :P ,http://twitter.com/MaceratedCherry/status/161099479313944577
 RT @subodhkolhe: Pantene Pro V the brand of the day @mdtsinha #bitsgoa ,http://twitter.com/mdtsinha/status/161133311366930433
 Boring times at #BITSGoa. When mind just plays games like havoc!!! Times when you want to tell yourself &quot;Shut the fuck up&quot; ,http://twitter.com/spranit/status/161137936958636033
